time	V(n002)
3.803644545317788e-02	4.119490e+00
3.827389188174930e-02	4.115064e+00
3.851133831032072e-02	4.110643e+00
3.874878473889214e-02	4.106227e+00
3.898623116746357e-02	4.101816e+00
3.911237458264213e-02	4.099474e+00
3.923851799782070e-02	4.097134e+00
3.936466141299927e-02	4.094795e+00
3.949080482817784e-02	4.092457e+00
3.961694824335641e-02	4.090121e+00
3.974309165853498e-02	4.087786e+00
3.986923507371355e-02	4.085452e+00
3.992859668085640e-02	4.084354e+00
3.998795828799925e-02	4.083257e+00
4.004731989514211e-02	4.082160e+00
4.010668150228497e-02	4.081063e+00
4.016604310942783e-02	4.079967e+00
4.022540471657068e-02	4.078871e+00
4.028476632371353e-02	4.077775e+00
4.044801074335639e-02	4.074762e+00
4.061125516299924e-02	4.071752e+00
4.077449958264209e-02	4.068744e+00
4.093774400228495e-02	4.065739e+00
4.110098842192780e-02	4.062735e+00
4.126423284157065e-02	4.059734e+00
4.142747726121351e-02	4.056735e+00
4.164266308710636e-02	4.052785e+00
4.185784891299921e-02	4.048839e+00
4.207303473889206e-02	4.044897e+00
4.228822056478491e-02	4.040959e+00
4.250340639067777e-02	4.037025e+00
4.271859221657062e-02	4.033094e+00
4.293377804246347e-02	4.029167e+00
4.298571944871347e-02	4.028220e+00
4.303766085496347e-02	4.027273e+00
4.308960226121347e-02	4.026326e+00
4.314154366746346e-02	4.025380e+00
4.319348507371346e-02	4.024433e+00
4.324542647996346e-02	4.023488e+00
4.329736788621346e-02	4.022543e+00
4.334930929246346e-02	4.021600e+00
4.340125069871346e-02	4.020662e+00
4.344230499863074e-02	4.019926e+00
4.347654855081851e-02	4.019321e+00
4.351259258349686e-02	4.018699e+00
4.354721894200138e-02	4.018125e+00
4.358286857023293e-02	4.017577e+00
4.361908325717235e-02	4.017095e+00
4.365634422814198e-02	4.016729e+00
4.369490873540537e-02	4.016584e+00
4.373524521116097e-02	4.016853e+00
4.377822740061008e-02	4.017915e+00
4.382564004790066e-02	4.020534e+00
4.387758145415066e-02	4.025818e+00
4.392952286040066e-02	4.034329e+00
4.398146426665066e-02	4.046472e+00
4.403340567290066e-02	4.061991e+00
4.408534707915066e-02	4.080103e+00
4.413728848540065e-02	4.099812e+00
4.418922989165065e-02	4.120203e+00
4.424117129790065e-02	4.140595e+00
4.429311270415065e-02	4.160537e+00
4.434505411040065e-02	4.179741e+00
4.444893692290065e-02	4.215326e+00
4.450829853004350e-02	4.233760e+00
4.456766013718635e-02	4.250797e+00
4.462702174432921e-02	4.266438e+00
4.468638335147207e-02	4.280682e+00
4.474574495861493e-02	4.293531e+00
4.480510656575778e-02	4.304983e+00
