time	V(n002)
3.563112609925415e-02	1.698254e-06
3.598687386711127e-02	9.403760e-06
3.634262163496839e-02	1.710257e-05
3.669836940282552e-02	2.479468e-05
3.705411717068264e-02	3.248009e-05
3.740986493853976e-02	4.015881e-05
3.776561270639688e-02	4.783082e-05
3.798185154568259e-02	5.234456e-05
3.819809038496828e-02	5.717870e-05
3.841432922425399e-02	6.233324e-05
3.863056806353969e-02	6.780819e-05
3.884680690282540e-02	7.360355e-05
3.906304574211109e-02	7.971931e-05
3.927928458139680e-02	8.615548e-05
3.937694083139679e-02	8.802962e-05
3.947459708139679e-02	9.129922e-05
3.957225333139678e-02	9.596428e-05
3.966990958139677e-02	1.020248e-04
3.976756583139677e-02	1.094808e-04
3.986522208139676e-02	1.183322e-04
3.996287833139676e-02	1.285791e-04
4.001170645639675e-02	1.654142e-04
4.006053458139675e-02	3.444695e-04
4.010936270639675e-02	9.900553e-04
4.013916956418748e-02	2.159131e-03
4.016353241833611e-02	4.387611e-03
4.018672258167665e-02	8.555545e-03
4.021122508502019e-02	1.621743e-02
4.023714189626848e-02	2.910673e-02
4.027143033406658e-02	5.391135e-02
4.032025845906657e-02	9.979721e-02
4.036908658406657e-02	1.540204e-01
4.041791470906657e-02	2.139865e-01
4.046674283406657e-02	2.774375e-01
4.056439908406656e-02	4.104189e-01
4.064810444120941e-02	5.290526e-01
4.073180979835227e-02	6.478950e-01
4.081551515549512e-02	7.669461e-01
4.089922051263797e-02	8.862059e-01
4.098292586978082e-02	1.005674e+00
4.106663122692367e-02	1.125352e+00
4.115033658406653e-02	1.245238e+00
4.135959997692366e-02	1.542749e+00
4.156886336978079e-02	1.829264e+00
4.177812676263792e-02	2.104782e+00
4.198739015549505e-02	2.369303e+00
4.219665354835218e-02	2.622828e+00
4.240591694120931e-02	2.865356e+00
4.261518033406644e-02	3.096887e+00
4.299882988763785e-02	3.482852e+00
4.338247944120926e-02	3.802091e+00
4.376612899478066e-02	4.054605e+00
4.414977854835207e-02	4.240393e+00
4.453342810192348e-02	4.359456e+00
4.491707765549489e-02	4.411793e+00
4.530072720906629e-02	4.397404e+00
4.563554863763770e-02	4.315132e+00
4.597037006620911e-02	4.184762e+00
4.630519149478052e-02	4.006293e+00
4.664001292335193e-02	3.779727e+00
4.697483435192334e-02	3.505062e+00
4.730965578049475e-02	3.182300e+00
4.764447720906616e-02	2.811439e+00
4.798627408406614e-02	2.403406e+00
4.814670935192327e-02	2.198477e+00
4.830714461978040e-02	1.989011e+00
4.846757988763754e-02	1.775009e+00
4.862801515549468e-02	1.556471e+00
4.878845042335181e-02	1.333396e+00
4.894888569120894e-02	1.105785e+00
4.910932095906607e-02	8.736373e-01
4.916512453049465e-02	7.929870e-01
4.922092810192321e-02	7.128653e-01
4.927673167335178e-02	6.332721e-01
4.933253524478035e-02	5.542076e-01
4.938833881620892e-02	4.756716e-01
4.944414238763748e-02	3.976641e-01
4.949994595906605e-02	3.201853e-01
4.954877408406605e-02	2.546771e-01
4.959760220906605e-02	1.915812e-01
4.964643033406604e-02	1.324427e-01
4.969525845906604e-02	8.015425e-02
4.974408658406604e-02	3.808158e-02
4.977877902757797e-02	1.822039e-02
4.981927478431811e-02	5.386025e-03
4.983447691190583e-02	2.867127e-03
4.984826226301481e-02	1.773122e-03
4.986705353804873e-02	8.871391e-04
4.988321969616032e-02	4.377383e-04
4.990083797022395e-02	1.744310e-04
4.992077674757402e-02	1.417644e-05
4.994163895381057e-02	-6.940879e-05
4.996570254865199e-02	-1.137090e-04
4.999136892008230e-02	-1.362458e-04
5.000000000000000e-02	-1.392015e-04
