time	V(n002)
9.754758050844589e-03	4.020903e+00
9.836380260666019e-03	4.013926e+00
9.918002470487448e-03	4.006961e+00
9.999624680308877e-03	4.000008e+00
1.008124689013031e-02	3.993068e+00
1.016286909995174e-02	3.986139e+00
1.024449130977317e-02	3.979222e+00
1.032611351959459e-02	3.972318e+00
1.049677814013031e-02	3.957920e+00
1.066744276066603e-02	3.943574e+00
1.083810738120174e-02	3.929280e+00
1.100877200173746e-02	3.915037e+00
1.117943662227317e-02	3.900846e+00
1.135010124280889e-02	3.886707e+00
1.152076586334460e-02	3.872620e+00
1.180273349727318e-02	3.849458e+00
1.208470113120175e-02	3.826432e+00
1.236666876513033e-02	3.803543e+00
1.264863639905890e-02	3.780791e+00
1.293060403298747e-02	3.758175e+00
1.321257166691605e-02	3.735696e+00
1.349453930084462e-02	3.713354e+00
1.402137356423748e-02	3.671974e+00
1.454820782763033e-02	3.631044e+00
1.507504209102319e-02	3.590562e+00
1.560187635441604e-02	3.550530e+00
1.612871061780889e-02	3.510946e+00
1.665554488120175e-02	3.471810e+00
1.718237914459460e-02	3.433124e+00
1.742724577405888e-02	3.415286e+00
1.767211240352316e-02	3.397539e+00
1.791697903298744e-02	3.379883e+00
1.816184566245172e-02	3.362319e+00
1.840671229191600e-02	3.344847e+00
1.865157892138028e-02	3.327466e+00
1.889644555084456e-02	3.310177e+00
1.903000916691599e-02	3.300784e+00
1.916357278298741e-02	3.291417e+00
1.929713639905883e-02	3.282077e+00
1.943070001513026e-02	3.272763e+00
1.956426363120169e-02	3.263476e+00
1.969782724727311e-02	3.254216e+00
1.983139086334454e-02	3.244981e+00
1.989075247048739e-02	3.240885e+00
1.995011407763025e-02	3.236795e+00
2.000947568477310e-02	3.232709e+00
2.006883729191596e-02	3.228629e+00
2.012819889905881e-02	3.224554e+00
2.018756050620167e-02	3.220484e+00
2.024692211334453e-02	3.216419e+00
2.040274633209452e-02	3.205773e+00
2.055857055084452e-02	3.195163e+00
2.071439476959451e-02	3.184587e+00
2.087021898834451e-02	3.174046e+00
2.102604320709451e-02	3.163541e+00
2.118186742584450e-02	3.153070e+00
2.133769164459450e-02	3.142634e+00
2.144157445709450e-02	3.135696e+00
2.154545726959449e-02	3.128773e+00
2.164934008209449e-02	3.121865e+00
2.175322289459449e-02	3.114973e+00
2.185710570709449e-02	3.108096e+00
2.196098851959448e-02	3.101234e+00
2.206487133209448e-02	3.094387e+00
2.211681273834448e-02	3.090970e+00
2.216875414459448e-02	3.087556e+00
2.222069555084448e-02	3.084146e+00
2.227263695709448e-02	3.080740e+00
2.232457836334447e-02	3.077342e+00
2.237651976959447e-02	3.073957e+00
2.241129219863420e-02	3.071707e+00
2.243961587068757e-02	3.069897e+00
2.246060455453002e-02	3.068586e+00
2.248343716805110e-02	3.067211e+00
2.250446754413469e-02	3.066025e+00
2.252599106407666e-02	3.064950e+00
2.254755936841923e-02	3.064112e+00
2.256958640839235e-02	3.063673e+00
2.259238439797956e-02	3.063956e+00
2.261656778473815e-02	3.065602e+00
2.264358041463423e-02	3.070094e+00
2.267795012729534e-02	3.080764e+00
2.271014570250157e-02	3.096495e+00
2.274261628499522e-02	3.118196e+00
2.277719845411473e-02	3.146312e+00
2.282441922245087e-02	3.189159e+00
2.287636062870087e-02	3.238597e+00
2.292830203495087e-02	3.288569e+00
2.303218484745087e-02	3.386676e+00
2.320284946798658e-02	3.539797e+00
2.337351408852229e-02	3.680423e+00
2.354417870905800e-02	3.808553e+00
2.371484332959371e-02	3.924188e+00
2.388550795012942e-02	4.027327e+00
2.405617257066513e-02	4.117971e+00
2.422683719120084e-02	4.196120e+00
2.430845940102227e-02	4.228589e+00
2.439008161084369e-02	4.258163e+00
2.447170382066512e-02	4.284841e+00
2.455332603048654e-02	4.308624e+00
2.463494824030797e-02	4.329512e+00
2.471657045012940e-02	4.347504e+00
2.479819265995082e-02	4.362600e+00
2.490207547245082e-02	4.378013e+00
2.495401687870082e-02	4.384125e+00
2.500595828495082e-02	4.389210e+00
2.505789969120082e-02	4.393302e+00
2.510984109745082e-02	4.396437e+00
2.516178250370081e-02	4.398656e+00
2.521372390995081e-02	4.400004e+00
2.526566531620081e-02	4.400531e+00
2.531760672245081e-02	4.400292e+00
2.536954812870081e-02	4.399345e+00
2.542148953495081e-02	4.397755e+00
2.547343094120081e-02	4.395584e+00
2.552537234745081e-02	4.392902e+00
2.557731375370080e-02	4.389775e+00
2.562925515995080e-02	4.386269e+00
2.568119656620080e-02	4.382449e+00
2.573313797245080e-02	4.378372e+00
2.578507937870080e-02	4.374093e+00
2.583702078495080e-02	4.369658e+00
2.588896219120080e-02	4.365107e+00
2.594090359745079e-02	4.360471e+00
2.599284500370079e-02	4.355777e+00
2.604478640995079e-02	4.351045e+00
2.609672781620079e-02	4.346289e+00
2.614866922245079e-02	4.341518e+00
2.620061062870079e-02	4.336740e+00
2.625255203495079e-02	4.331960e+00
2.630449344120079e-02	4.327181e+00
2.635643484745078e-02	4.322405e+00
2.640837625370078e-02	4.317632e+00
2.646031765995078e-02	4.312864e+00
2.651225906620078e-02	4.308101e+00
2.656420047245078e-02	4.303343e+00
2.661614187870078e-02	4.298590e+00
2.666808328495078e-02	4.293841e+00
2.677196609745077e-02	4.284361e+00
2.703909332959362e-02	4.260082e+00
2.730622056173648e-02	4.235937e+00
2.757334779387932e-02	4.211929e+00
2.784047502602218e-02	4.188056e+00
2.810760225816503e-02	4.164319e+00
2.837472949030788e-02	4.140717e+00
2.864185672245073e-02	4.117251e+00
2.879768094120072e-02	4.103624e+00
2.895350515995072e-02	4.090040e+00
2.910932937870072e-02	4.076502e+00
2.926515359745071e-02	4.063009e+00
2.942097781620071e-02	4.049560e+00
2.957680203495070e-02	4.036156e+00
2.973262625370070e-02	4.022797e+00
2.977714745905784e-02	4.018988e+00
2.982166866441498e-02	4.015183e+00
2.986618986977213e-02	4.011381e+00
2.991071107512927e-02	4.007583e+00
2.995523228048641e-02	4.003788e+00
2.999975348584355e-02	3.999997e+00
3.004427469120069e-02	3.996210e+00
3.015557770459355e-02	3.986758e+00
3.026688071798640e-02	3.977327e+00
3.037818373137926e-02	3.967919e+00
3.048948674477211e-02	3.958534e+00
3.060078975816496e-02	3.949170e+00
3.071209277155782e-02	3.939829e+00
3.082339578495067e-02	3.930510e+00
3.104600181173638e-02	3.911938e+00
3.126860783852210e-02	3.893454e+00
